,Agent_Home_Class_Name,Agent_Home_Class_Name_medium_related_medium_patents,Agent_Home_Class_Name_unrelated,Name,Name_medium_related_medium_patents,Name_unrelated,Agent_ID,Agent_ID_medium_related_medium_patents,Agent_ID_unrelated,Agent_Number_of_Patents_in_Class,Agent_Number_of_Patents_in_Class_medium_related_medium_patents,Agent_Number_of_Patents_in_Class_unrelated,Agent_Home_Class_IPC4,Agent_Home_Class_IPC4_medium_related_medium_patents,Agent_Home_Class_IPC4_unrelated,Relatedness,Relatedness_medium_related_medium_patents,Relatedness_unrelated,Application_Year,Application_Year_medium_related_medium_patents,Application_Year_unrelated
89765,Medical Preparations,Polysaccharides,Natural Compound Derivatives,PO W YUEN,YVES QUENEAU,WILLIAM FRISTAD,317978.0,323464.0,308860.0,7.0,2.0,0.0,A61K,C08B,C08H,0.9375,0.25,0.125,1992,,
89766,Medical Preparations,Polysaccharides,Electrography,PO W YUEN,YVES QUENEAU,TAKASHI YODOSHI,317978.0,323464.0,322546.0,7.0,2.0,0.0,A61K,C08B,G03G,0.9375,0.25,0.1875,1992,,
89767,Medical Preparations,Polysaccharides,Optical Systems,PO W YUEN,YVES QUENEAU,VAIKUNTH SITARAM PRABHU,317978.0,323464.0,337554.0,7.0,2.0,0.0,A61K,C08B,G02B,0.9375,0.25,0.0,1992,,
89768,Medical Preparations,Polysaccharides,Separation,PO W YUEN,YVES QUENEAU,THOMAS W STAMBAUGH,317978.0,323464.0,338743.0,7.0,2.0,0.0,A61K,C08B,B01D,0.9375,0.25,0.0,1992,,
89769,Medical Preparations,Polysaccharides,Enzyme Compounds,PO W YUEN,YVES QUENEAU,TOSHIYUKI UMEHARA,317978.0,323464.0,345675.0,7.0,2.0,0.0,A61K,C08B,C12N,0.9375,0.25,0.1875,1992,,
89770,Medical Preparations,Polysaccharides,Medical Implants/Bandages,PO W YUEN,YVES QUENEAU,JAI P SINGH,317978.0,323464.0,346477.0,7.0,2.0,0.0,A61K,C08B,A61F,0.9375,0.25,0.0,1992,,
89771,Medical Preparations,Polysaccharides,Macromolecular Compositions,PO W YUEN,YVES QUENEAU,LILIANA GILA,317978.0,323464.0,349740.0,7.0,2.0,0.0,A61K,C08B,C08L,0.9375,0.25,0.125,1992,,
89772,Medical Preparations,Polysaccharides,Static Storage,PO W YUEN,YVES QUENEAU,HARALD KELLER,317978.0,323464.0,364325.0,7.0,2.0,0.0,A61K,C08B,G11C,0.9375,0.25,0.0,1992,,
89773,Medical Preparations,Polysaccharides,Photomechanical Process,PO W YUEN,YVES QUENEAU,NAGESHWER RAO BANTU,317978.0,323464.0,436808.0,7.0,2.0,0.0,A61K,C08B,G03F,0.9375,0.25,0.0,1992,,
89774,Medical Preparations,Polysaccharides,Non-Metallic Elements,PO W YUEN,YVES QUENEAU,PAUL MICHAEL BEVER,317978.0,323464.0,652057.0,7.0,2.0,0.0,A61K,C08B,C01B,0.9375,0.25,0.1875,1992,,
89775,Medical Preparations,Other Materials,Weaving,PO W YUEN,CHIZU SEKINE,SEYMOUR PORTNOY,317978.0,339214.0,137135.0,7.0,3.0,0.0,A61K,C09K,D03D,0.9375,0.4375,0.0625,1992,,
89776,Medical Preparations,Other Materials,Rare-Earth Metal Compounds,PO W YUEN,CHIZU SEKINE,YEHUDA KEREN,317978.0,339214.0,170617.0,7.0,3.0,0.0,A61K,C09K,C01F,0.9375,0.4375,0.0625,1992,,
89777,Medical Preparations,Other Materials,Filling Containers,PO W YUEN,CHIZU SEKINE,EUGENE L HOLLOWAY,317978.0,339214.0,206392.0,7.0,3.0,0.0,A61K,C09K,B67C,0.9375,0.4375,0.0,1992,,
89778,Medical Preparations,Other Materials,Analyzing Materials,PO W YUEN,CHIZU SEKINE,JOEL M BLATT,317978.0,339214.0,228844.0,7.0,3.0,0.0,A61K,C09K,G01N,0.9375,0.4375,0.0,1992,,
89779,Medical Preparations,Other Materials,Optics,PO W YUEN,CHIZU SEKINE,YASUSHI MORI,317978.0,339214.0,255025.0,7.0,3.0,0.0,A61K,C09K,G02F,0.9375,0.4375,0.1875,1992,,
89780,Medical Preparations,Other Materials,Traffic Control Systems,PO W YUEN,CHIZU SEKINE,HIROAKI MATSUNO,317978.0,339214.0,267420.0,7.0,3.0,0.0,A61K,C09K,G08G,0.9375,0.4375,0.0,1992,,
89781,Medical Preparations,Other Materials,Enzyme Compounds,PO W YUEN,CHIZU SEKINE,I LAWRENCE GREENFIELD,317978.0,339214.0,269608.0,7.0,3.0,0.0,A61K,C09K,C12N,0.9375,0.4375,0.1875,1992,,
89782,Medical Preparations,Other Materials,Separation,PO W YUEN,CHIZU SEKINE,FREDERICK DANA CAZER,317978.0,339214.0,301091.0,7.0,3.0,0.0,A61K,C09K,B01D,0.9375,0.4375,0.0,1992,,
89783,Medical Preparations,Other Materials,Separation,PO W YUEN,CHIZU SEKINE,BARRY L SCOTT,317978.0,339214.0,301092.0,7.0,3.0,0.0,A61K,C09K,B01D,0.9375,0.4375,0.0,1992,,
89784,Medical Preparations,Other Materials,Analyzing Materials,PO W YUEN,CHIZU SEKINE,ELEFTHERIOS DIAMANDIS,317978.0,339214.0,305063.0,7.0,3.0,0.0,A61K,C09K,G01N,0.9375,0.4375,0.0,1992,,
89785,Medical Preparations,Other Materials,Analyzing Materials,PO W YUEN,CHIZU SEKINE,PATRICK F JONAS,317978.0,339214.0,307709.0,7.0,3.0,0.0,A61K,C09K,G01N,0.9375,0.4375,0.0,1992,,
89786,Medical Preparations,Other Materials,Natural Compound Derivatives,PO W YUEN,CHIZU SEKINE,WILLIAM FRISTAD,317978.0,339214.0,308860.0,7.0,3.0,0.0,A61K,C09K,C08H,0.9375,0.4375,0.125,1992,,
89787,Medical Preparations,Other Materials,Electrography,PO W YUEN,CHIZU SEKINE,TAKASHI YODOSHI,317978.0,339214.0,322546.0,7.0,3.0,0.0,A61K,C09K,G03G,0.9375,0.4375,0.1875,1992,,
89788,Medical Preparations,Other Materials,Optical Systems,PO W YUEN,CHIZU SEKINE,VAIKUNTH SITARAM PRABHU,317978.0,339214.0,337554.0,7.0,3.0,0.0,A61K,C09K,G02B,0.9375,0.4375,0.0,1992,,
89789,Medical Preparations,Other Materials,Separation,PO W YUEN,CHIZU SEKINE,THOMAS W STAMBAUGH,317978.0,339214.0,338743.0,7.0,3.0,0.0,A61K,C09K,B01D,0.9375,0.4375,0.0,1992,,
89790,Medical Preparations,Other Materials,Enzyme Compounds,PO W YUEN,CHIZU SEKINE,TOSHIYUKI UMEHARA,317978.0,339214.0,345675.0,7.0,3.0,0.0,A61K,C09K,C12N,0.9375,0.4375,0.1875,1992,,
89791,Medical Preparations,Other Materials,Medical Implants/Bandages,PO W YUEN,CHIZU SEKINE,JAI P SINGH,317978.0,339214.0,346477.0,7.0,3.0,0.0,A61K,C09K,A61F,0.9375,0.4375,0.0,1992,,
89792,Medical Preparations,Other Materials,Macromolecular Compositions,PO W YUEN,CHIZU SEKINE,LILIANA GILA,317978.0,339214.0,349740.0,7.0,3.0,0.0,A61K,C09K,C08L,0.9375,0.4375,0.125,1992,,
89793,Medical Preparations,Other Materials,Static Storage,PO W YUEN,CHIZU SEKINE,HARALD KELLER,317978.0,339214.0,364325.0,7.0,3.0,0.0,A61K,C09K,G11C,0.9375,0.4375,0.0,1992,,
89794,Medical Preparations,Other Materials,Photomechanical Process,PO W YUEN,CHIZU SEKINE,NAGESHWER RAO BANTU,317978.0,339214.0,436808.0,7.0,3.0,0.0,A61K,C09K,G03F,0.9375,0.4375,0.0,1992,,
89795,Medical Preparations,Other Materials,Non-Metallic Elements,PO W YUEN,CHIZU SEKINE,PAUL MICHAEL BEVER,317978.0,339214.0,652057.0,7.0,3.0,0.0,A61K,C09K,C01B,0.9375,0.4375,0.1875,1992,,
89796,Medical Preparations,Carbon Reaction Compounds,Weaving,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,SEYMOUR PORTNOY,320118.0,148768.0,137135.0,9.0,2.0,0.0,A61K,C08F,D03D,0.9375,0.5,0.0625,1992,,
89797,Medical Preparations,Carbon Reaction Compounds,Rare-Earth Metal Compounds,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,YEHUDA KEREN,320118.0,148768.0,170617.0,9.0,2.0,0.0,A61K,C08F,C01F,0.9375,0.5,0.0625,1992,,
89798,Medical Preparations,Carbon Reaction Compounds,Filling Containers,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,EUGENE L HOLLOWAY,320118.0,148768.0,206392.0,9.0,2.0,0.0,A61K,C08F,B67C,0.9375,0.5,0.0,1992,,
89799,Medical Preparations,Carbon Reaction Compounds,Analyzing Materials,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,JOEL M BLATT,320118.0,148768.0,228844.0,9.0,2.0,0.0,A61K,C08F,G01N,0.9375,0.5,0.0,1992,,
89800,Medical Preparations,Carbon Reaction Compounds,Optics,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,YASUSHI MORI,320118.0,148768.0,255025.0,9.0,2.0,0.0,A61K,C08F,G02F,0.9375,0.5,0.1875,1992,,
89801,Medical Preparations,Carbon Reaction Compounds,Traffic Control Systems,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,HIROAKI MATSUNO,320118.0,148768.0,267420.0,9.0,2.0,0.0,A61K,C08F,G08G,0.9375,0.5,0.0,1992,,
89802,Medical Preparations,Carbon Reaction Compounds,Enzyme Compounds,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,I LAWRENCE GREENFIELD,320118.0,148768.0,269608.0,9.0,2.0,0.0,A61K,C08F,C12N,0.9375,0.5,0.1875,1992,,
89803,Medical Preparations,Carbon Reaction Compounds,Separation,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,FREDERICK DANA CAZER,320118.0,148768.0,301091.0,9.0,2.0,0.0,A61K,C08F,B01D,0.9375,0.5,0.0,1992,,
89804,Medical Preparations,Carbon Reaction Compounds,Separation,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,BARRY L SCOTT,320118.0,148768.0,301092.0,9.0,2.0,0.0,A61K,C08F,B01D,0.9375,0.5,0.0,1992,,
89805,Medical Preparations,Carbon Reaction Compounds,Analyzing Materials,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,ELEFTHERIOS DIAMANDIS,320118.0,148768.0,305063.0,9.0,2.0,0.0,A61K,C08F,G01N,0.9375,0.5,0.0,1992,,
89806,Medical Preparations,Carbon Reaction Compounds,Analyzing Materials,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,PATRICK F JONAS,320118.0,148768.0,307709.0,9.0,2.0,0.0,A61K,C08F,G01N,0.9375,0.5,0.0,1992,,
89807,Medical Preparations,Carbon Reaction Compounds,Natural Compound Derivatives,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,WILLIAM FRISTAD,320118.0,148768.0,308860.0,9.0,2.0,0.0,A61K,C08F,C08H,0.9375,0.5,0.125,1992,,
89808,Medical Preparations,Carbon Reaction Compounds,Electrography,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,TAKASHI YODOSHI,320118.0,148768.0,322546.0,9.0,2.0,0.0,A61K,C08F,G03G,0.9375,0.5,0.1875,1992,,
89809,Medical Preparations,Carbon Reaction Compounds,Optical Systems,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,VAIKUNTH SITARAM PRABHU,320118.0,148768.0,337554.0,9.0,2.0,0.0,A61K,C08F,G02B,0.9375,0.5,0.0,1992,,
89810,Medical Preparations,Carbon Reaction Compounds,Separation,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,THOMAS W STAMBAUGH,320118.0,148768.0,338743.0,9.0,2.0,0.0,A61K,C08F,B01D,0.9375,0.5,0.0,1992,,
89811,Medical Preparations,Carbon Reaction Compounds,Enzyme Compounds,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,TOSHIYUKI UMEHARA,320118.0,148768.0,345675.0,9.0,2.0,0.0,A61K,C08F,C12N,0.9375,0.5,0.1875,1992,,
89812,Medical Preparations,Carbon Reaction Compounds,Medical Implants/Bandages,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,JAI P SINGH,320118.0,148768.0,346477.0,9.0,2.0,0.0,A61K,C08F,A61F,0.9375,0.5,0.0,1992,,
89813,Medical Preparations,Carbon Reaction Compounds,Macromolecular Compositions,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,LILIANA GILA,320118.0,148768.0,349740.0,9.0,2.0,0.0,A61K,C08F,C08L,0.9375,0.5,0.125,1992,,
89814,Medical Preparations,Carbon Reaction Compounds,Static Storage,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,HARALD KELLER,320118.0,148768.0,364325.0,9.0,2.0,0.0,A61K,C08F,G11C,0.9375,0.5,0.0,1992,,
89815,Medical Preparations,Carbon Reaction Compounds,Photomechanical Process,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,NAGESHWER RAO BANTU,320118.0,148768.0,436808.0,9.0,2.0,0.0,A61K,C08F,G03F,0.9375,0.5,0.0,1992,,
89816,Medical Preparations,Carbon Reaction Compounds,Non-Metallic Elements,STEPHANE DE LOMBAERT,MICHAEL L PRUNIER,PAUL MICHAEL BEVER,320118.0,148768.0,652057.0,9.0,2.0,0.0,A61K,C08F,C01B,0.9375,0.5,0.1875,1992,,
89817,Medical Preparations,Carbon Reaction Compounds,Weaving,STEPHANE DE LOMBAERT,H JAMES HARWOOD,SEYMOUR PORTNOY,320118.0,261603.0,137135.0,9.0,2.0,0.0,A61K,C08F,D03D,0.9375,0.5,0.0625,1992,,
89818,Medical Preparations,Carbon Reaction Compounds,Rare-Earth Metal Compounds,STEPHANE DE LOMBAERT,H JAMES HARWOOD,YEHUDA KEREN,320118.0,261603.0,170617.0,9.0,2.0,0.0,A61K,C08F,C01F,0.9375,0.5,0.0625,1992,,
89819,Medical Preparations,Carbon Reaction Compounds,Filling Containers,STEPHANE DE LOMBAERT,H JAMES HARWOOD,EUGENE L HOLLOWAY,320118.0,261603.0,206392.0,9.0,2.0,0.0,A61K,C08F,B67C,0.9375,0.5,0.0,1992,,
89820,Medical Preparations,Carbon Reaction Compounds,Analyzing Materials,STEPHANE DE LOMBAERT,H JAMES HARWOOD,JOEL M BLATT,320118.0,261603.0,228844.0,9.0,2.0,0.0,A61K,C08F,G01N,0.9375,0.5,0.0,1992,,
89821,Medical Preparations,Carbon Reaction Compounds,Optics,STEPHANE DE LOMBAERT,H JAMES HARWOOD,YASUSHI MORI,320118.0,261603.0,255025.0,9.0,2.0,0.0,A61K,C08F,G02F,0.9375,0.5,0.1875,1992,,
89822,Medical Preparations,Carbon Reaction Compounds,Traffic Control Systems,STEPHANE DE LOMBAERT,H JAMES HARWOOD,HIROAKI MATSUNO,320118.0,261603.0,267420.0,9.0,2.0,0.0,A61K,C08F,G08G,0.9375,0.5,0.0,1992,,
89823,Medical Preparations,Carbon Reaction Compounds,Enzyme Compounds,STEPHANE DE LOMBAERT,H JAMES HARWOOD,I LAWRENCE GREENFIELD,320118.0,261603.0,269608.0,9.0,2.0,0.0,A61K,C08F,C12N,0.9375,0.5,0.1875,1992,,
89824,Medical Preparations,Carbon Reaction Compounds,Separation,STEPHANE DE LOMBAERT,H JAMES HARWOOD,FREDERICK DANA CAZER,320118.0,261603.0,301091.0,9.0,2.0,0.0,A61K,C08F,B01D,0.9375,0.5,0.0,1992,,
89825,Medical Preparations,Carbon Reaction Compounds,Separation,STEPHANE DE LOMBAERT,H JAMES HARWOOD,BARRY L SCOTT,320118.0,261603.0,301092.0,9.0,2.0,0.0,A61K,C08F,B01D,0.9375,0.5,0.0,1992,,
89826,Medical Preparations,Carbon Reaction Compounds,Analyzing Materials,STEPHANE DE LOMBAERT,H JAMES HARWOOD,ELEFTHERIOS DIAMANDIS,320118.0,261603.0,305063.0,9.0,2.0,0.0,A61K,C08F,G01N,0.9375,0.5,0.0,1992,,
89827,Medical Preparations,Carbon Reaction Compounds,Analyzing Materials,STEPHANE DE LOMBAERT,H JAMES HARWOOD,PATRICK F JONAS,320118.0,261603.0,307709.0,9.0,2.0,0.0,A61K,C08F,G01N,0.9375,0.5,0.0,1992,,
89828,Medical Preparations,Carbon Reaction Compounds,Natural Compound Derivatives,STEPHANE DE LOMBAERT,H JAMES HARWOOD,WILLIAM FRISTAD,320118.0,261603.0,308860.0,9.0,2.0,0.0,A61K,C08F,C08H,0.9375,0.5,0.125,1992,,
89829,Medical Preparations,Carbon Reaction Compounds,Electrography,STEPHANE DE LOMBAERT,H JAMES HARWOOD,TAKASHI YODOSHI,320118.0,261603.0,322546.0,9.0,2.0,0.0,A61K,C08F,G03G,0.9375,0.5,0.1875,1992,,
89830,Medical Preparations,Carbon Reaction Compounds,Optical Systems,STEPHANE DE LOMBAERT,H JAMES HARWOOD,VAIKUNTH SITARAM PRABHU,320118.0,261603.0,337554.0,9.0,2.0,0.0,A61K,C08F,G02B,0.9375,0.5,0.0,1992,,
89831,Medical Preparations,Carbon Reaction Compounds,Separation,STEPHANE DE LOMBAERT,H JAMES HARWOOD,THOMAS W STAMBAUGH,320118.0,261603.0,338743.0,9.0,2.0,0.0,A61K,C08F,B01D,0.9375,0.5,0.0,1992,,
89832,Medical Preparations,Carbon Reaction Compounds,Enzyme Compounds,STEPHANE DE LOMBAERT,H JAMES HARWOOD,TOSHIYUKI UMEHARA,320118.0,261603.0,345675.0,9.0,2.0,0.0,A61K,C08F,C12N,0.9375,0.5,0.1875,1992,,
89833,Medical Preparations,Carbon Reaction Compounds,Medical Implants/Bandages,STEPHANE DE LOMBAERT,H JAMES HARWOOD,JAI P SINGH,320118.0,261603.0,346477.0,9.0,2.0,0.0,A61K,C08F,A61F,0.9375,0.5,0.0,1992,,
89834,Medical Preparations,Carbon Reaction Compounds,Macromolecular Compositions,STEPHANE DE LOMBAERT,H JAMES HARWOOD,LILIANA GILA,320118.0,261603.0,349740.0,9.0,2.0,0.0,A61K,C08F,C08L,0.9375,0.5,0.125,1992,,
89835,Medical Preparations,Carbon Reaction Compounds,Static Storage,STEPHANE DE LOMBAERT,H JAMES HARWOOD,HARALD KELLER,320118.0,261603.0,364325.0,9.0,2.0,0.0,A61K,C08F,G11C,0.9375,0.5,0.0,1992,,
89836,Medical Preparations,Carbon Reaction Compounds,Photomechanical Process,STEPHANE DE LOMBAERT,H JAMES HARWOOD,NAGESHWER RAO BANTU,320118.0,261603.0,436808.0,9.0,2.0,0.0,A61K,C08F,G03F,0.9375,0.5,0.0,1992,,
89837,Medical Preparations,Carbon Reaction Compounds,Non-Metallic Elements,STEPHANE DE LOMBAERT,H JAMES HARWOOD,PAUL MICHAEL BEVER,320118.0,261603.0,652057.0,9.0,2.0,0.0,A61K,C08F,C01B,0.9375,0.5,0.1875,1992,,
89838,Medical Preparations,Other Materials,Weaving,STEPHANE DE LOMBAERT,SHOJI TODA,SEYMOUR PORTNOY,320118.0,312915.0,137135.0,9.0,2.0,0.0,A61K,C09K,D03D,0.9375,0.4375,0.0625,1992,,
89839,Medical Preparations,Other Materials,Rare-Earth Metal Compounds,STEPHANE DE LOMBAERT,SHOJI TODA,YEHUDA KEREN,320118.0,312915.0,170617.0,9.0,2.0,0.0,A61K,C09K,C01F,0.9375,0.4375,0.0625,1992,,
89840,Medical Preparations,Other Materials,Filling Containers,STEPHANE DE LOMBAERT,SHOJI TODA,EUGENE L HOLLOWAY,320118.0,312915.0,206392.0,9.0,2.0,0.0,A61K,C09K,B67C,0.9375,0.4375,0.0,1992,,
89841,Medical Preparations,Other Materials,Analyzing Materials,STEPHANE DE LOMBAERT,SHOJI TODA,JOEL M BLATT,320118.0,312915.0,228844.0,9.0,2.0,0.0,A61K,C09K,G01N,0.9375,0.4375,0.0,1992,,
89842,Medical Preparations,Other Materials,Optics,STEPHANE DE LOMBAERT,SHOJI TODA,YASUSHI MORI,320118.0,312915.0,255025.0,9.0,2.0,0.0,A61K,C09K,G02F,0.9375,0.4375,0.1875,1992,,
89843,Medical Preparations,Other Materials,Traffic Control Systems,STEPHANE DE LOMBAERT,SHOJI TODA,HIROAKI MATSUNO,320118.0,312915.0,267420.0,9.0,2.0,0.0,A61K,C09K,G08G,0.9375,0.4375,0.0,1992,,
89844,Medical Preparations,Other Materials,Enzyme Compounds,STEPHANE DE LOMBAERT,SHOJI TODA,I LAWRENCE GREENFIELD,320118.0,312915.0,269608.0,9.0,2.0,0.0,A61K,C09K,C12N,0.9375,0.4375,0.1875,1992,,
89845,Medical Preparations,Other Materials,Separation,STEPHANE DE LOMBAERT,SHOJI TODA,FREDERICK DANA CAZER,320118.0,312915.0,301091.0,9.0,2.0,0.0,A61K,C09K,B01D,0.9375,0.4375,0.0,1992,,
89846,Medical Preparations,Other Materials,Separation,STEPHANE DE LOMBAERT,SHOJI TODA,BARRY L SCOTT,320118.0,312915.0,301092.0,9.0,2.0,0.0,A61K,C09K,B01D,0.9375,0.4375,0.0,1992,,
89847,Medical Preparations,Other Materials,Analyzing Materials,STEPHANE DE LOMBAERT,SHOJI TODA,ELEFTHERIOS DIAMANDIS,320118.0,312915.0,305063.0,9.0,2.0,0.0,A61K,C09K,G01N,0.9375,0.4375,0.0,1992,,
89848,Medical Preparations,Other Materials,Analyzing Materials,STEPHANE DE LOMBAERT,SHOJI TODA,PATRICK F JONAS,320118.0,312915.0,307709.0,9.0,2.0,0.0,A61K,C09K,G01N,0.9375,0.4375,0.0,1992,,
89849,Medical Preparations,Other Materials,Natural Compound Derivatives,STEPHANE DE LOMBAERT,SHOJI TODA,WILLIAM FRISTAD,320118.0,312915.0,308860.0,9.0,2.0,0.0,A61K,C09K,C08H,0.9375,0.4375,0.125,1992,,
89850,Medical Preparations,Other Materials,Electrography,STEPHANE DE LOMBAERT,SHOJI TODA,TAKASHI YODOSHI,320118.0,312915.0,322546.0,9.0,2.0,0.0,A61K,C09K,G03G,0.9375,0.4375,0.1875,1992,,
89851,Medical Preparations,Other Materials,Optical Systems,STEPHANE DE LOMBAERT,SHOJI TODA,VAIKUNTH SITARAM PRABHU,320118.0,312915.0,337554.0,9.0,2.0,0.0,A61K,C09K,G02B,0.9375,0.4375,0.0,1992,,
89852,Medical Preparations,Other Materials,Separation,STEPHANE DE LOMBAERT,SHOJI TODA,THOMAS W STAMBAUGH,320118.0,312915.0,338743.0,9.0,2.0,0.0,A61K,C09K,B01D,0.9375,0.4375,0.0,1992,,
89853,Medical Preparations,Other Materials,Enzyme Compounds,STEPHANE DE LOMBAERT,SHOJI TODA,TOSHIYUKI UMEHARA,320118.0,312915.0,345675.0,9.0,2.0,0.0,A61K,C09K,C12N,0.9375,0.4375,0.1875,1992,,
89854,Medical Preparations,Other Materials,Medical Implants/Bandages,STEPHANE DE LOMBAERT,SHOJI TODA,JAI P SINGH,320118.0,312915.0,346477.0,9.0,2.0,0.0,A61K,C09K,A61F,0.9375,0.4375,0.0,1992,,
89855,Medical Preparations,Other Materials,Macromolecular Compositions,STEPHANE DE LOMBAERT,SHOJI TODA,LILIANA GILA,320118.0,312915.0,349740.0,9.0,2.0,0.0,A61K,C09K,C08L,0.9375,0.4375,0.125,1992,,
89856,Medical Preparations,Other Materials,Static Storage,STEPHANE DE LOMBAERT,SHOJI TODA,HARALD KELLER,320118.0,312915.0,364325.0,9.0,2.0,0.0,A61K,C09K,G11C,0.9375,0.4375,0.0,1992,,
89857,Medical Preparations,Other Materials,Photomechanical Process,STEPHANE DE LOMBAERT,SHOJI TODA,NAGESHWER RAO BANTU,320118.0,312915.0,436808.0,9.0,2.0,0.0,A61K,C09K,G03F,0.9375,0.4375,0.0,1992,,
89858,Medical Preparations,Other Materials,Non-Metallic Elements,STEPHANE DE LOMBAERT,SHOJI TODA,PAUL MICHAEL BEVER,320118.0,312915.0,652057.0,9.0,2.0,0.0,A61K,C09K,C01B,0.9375,0.4375,0.1875,1992,,
89859,Medical Preparations,Other Materials,Weaving,STEPHANE DE LOMBAERT,TAKESHI TANI,SEYMOUR PORTNOY,320118.0,312916.0,137135.0,9.0,2.0,0.0,A61K,C09K,D03D,0.9375,0.4375,0.0625,1992,,
89860,Medical Preparations,Other Materials,Rare-Earth Metal Compounds,STEPHANE DE LOMBAERT,TAKESHI TANI,YEHUDA KEREN,320118.0,312916.0,170617.0,9.0,2.0,0.0,A61K,C09K,C01F,0.9375,0.4375,0.0625,1992,,
89861,Medical Preparations,Other Materials,Filling Containers,STEPHANE DE LOMBAERT,TAKESHI TANI,EUGENE L HOLLOWAY,320118.0,312916.0,206392.0,9.0,2.0,0.0,A61K,C09K,B67C,0.9375,0.4375,0.0,1992,,
89862,Medical Preparations,Other Materials,Analyzing Materials,STEPHANE DE LOMBAERT,TAKESHI TANI,JOEL M BLATT,320118.0,312916.0,228844.0,9.0,2.0,0.0,A61K,C09K,G01N,0.9375,0.4375,0.0,1992,,
89863,Medical Preparations,Other Materials,Optics,STEPHANE DE LOMBAERT,TAKESHI TANI,YASUSHI MORI,320118.0,312916.0,255025.0,9.0,2.0,0.0,A61K,C09K,G02F,0.9375,0.4375,0.1875,1992,,
89864,Medical Preparations,Other Materials,Traffic Control Systems,STEPHANE DE LOMBAERT,TAKESHI TANI,HIROAKI MATSUNO,320118.0,312916.0,267420.0,9.0,2.0,0.0,A61K,C09K,G08G,0.9375,0.4375,0.0,1992,,
89865,Medical Preparations,Other Materials,Enzyme Compounds,STEPHANE DE LOMBAERT,TAKESHI TANI,I LAWRENCE GREENFIELD,320118.0,312916.0,269608.0,9.0,2.0,0.0,A61K,C09K,C12N,0.9375,0.4375,0.1875,1992,,
89866,Medical Preparations,Other Materials,Separation,STEPHANE DE LOMBAERT,TAKESHI TANI,FREDERICK DANA CAZER,320118.0,312916.0,301091.0,9.0,2.0,0.0,A61K,C09K,B01D,0.9375,0.4375,0.0,1992,,
89867,Medical Preparations,Other Materials,Separation,STEPHANE DE LOMBAERT,TAKESHI TANI,BARRY L SCOTT,320118.0,312916.0,301092.0,9.0,2.0,0.0,A61K,C09K,B01D,0.9375,0.4375,0.0,1992,,
89868,Medical Preparations,Other Materials,Analyzing Materials,STEPHANE DE LOMBAERT,TAKESHI TANI,ELEFTHERIOS DIAMANDIS,320118.0,312916.0,305063.0,9.0,2.0,0.0,A61K,C09K,G01N,0.9375,0.4375,0.0,1992,,
89869,Medical Preparations,Other Materials,Analyzing Materials,STEPHANE DE LOMBAERT,TAKESHI TANI,PATRICK F JONAS,320118.0,312916.0,307709.0,9.0,2.0,0.0,A61K,C09K,G01N,0.9375,0.4375,0.0,1992,,
89870,Medical Preparations,Other Materials,Natural Compound Derivatives,STEPHANE DE LOMBAERT,TAKESHI TANI,WILLIAM FRISTAD,320118.0,312916.0,308860.0,9.0,2.0,0.0,A61K,C09K,C08H,0.9375,0.4375,0.125,1992,,
89871,Medical Preparations,Other Materials,Electrography,STEPHANE DE LOMBAERT,TAKESHI TANI,TAKASHI YODOSHI,320118.0,312916.0,322546.0,9.0,2.0,0.0,A61K,C09K,G03G,0.9375,0.4375,0.1875,1992,,
89872,Medical Preparations,Other Materials,Optical Systems,STEPHANE DE LOMBAERT,TAKESHI TANI,VAIKUNTH SITARAM PRABHU,320118.0,312916.0,337554.0,9.0,2.0,0.0,A61K,C09K,G02B,0.9375,0.4375,0.0,1992,,
89873,Medical Preparations,Other Materials,Separation,STEPHANE DE LOMBAERT,TAKESHI TANI,THOMAS W STAMBAUGH,320118.0,312916.0,338743.0,9.0,2.0,0.0,A61K,C09K,B01D,0.9375,0.4375,0.0,1992,,
89874,Medical Preparations,Other Materials,Enzyme Compounds,STEPHANE DE LOMBAERT,TAKESHI TANI,TOSHIYUKI UMEHARA,320118.0,312916.0,345675.0,9.0,2.0,0.0,A61K,C09K,C12N,0.9375,0.4375,0.1875,1992,,
